cases,max_abs_e_consistent,max_update_norm_consistent,pass_rate_zero_update,zero_implies_consistent_checks,zero_implies_consistent_pass_rate,max_fullpass_change,pass_rate_fullpass_fixed
5376,5.087681048627601e-16,8.516171690336754e-17,1.0,3842,1.0,4.871819242173642e-16,1.0
