d,n,omega,seed,row_index,predicted_step_size,observed_step_size,abs_r_l,beta_l,err_step
4,80,1.0,5,49,0.13387960124179987,0.1338796012417999,0.7764493095590732,33.635461891387976,2.7755575615628914e-17
4,80,1.0,5,73,0.12120803090165115,0.12120803090165118,0.6454871814524195,28.360406567882997,2.7755575615628914e-17
4,80,1.0,5,28,0.10140147938865354,0.10140147938865351,0.5486992399617767,29.28061100228758,2.7755575615628914e-17
4,80,1.0,5,52,0.18432249751329957,0.1843224975132996,0.9474272499134271,26.420136120158638,2.7755575615628914e-17
8,96,1.0,0,69,0.09010201921982272,0.09010201921982272,0.6300541579915013,48.89750687536967,0.0
8,96,1.0,0,65,0.07877507699424353,0.0787750769942435,0.715856563344557,82.57989943433799,2.7755575615628914e-17
8,96,1.0,0,89,0.13404946176723856,0.13404946176723856,1.0723289515736543,63.99203392700576,0.0
8,96,1.0,0,14,0.17651211216469606,0.17651211216469603,1.3920917392646524,62.19947071917967,2.7755575615628914e-17
8,96,1.0,0,38,0.0013797826687621693,0.0013797826687621598,0.010952105777997545,63.00483640686015,9.540979117872439e-18
8,96,1.0,0,88,0.05248695606628837,0.05248695606628836,0.41215281144514293,61.66145372221769,1.3877787807814457e-17
8,96,1.0,0,8,0.10406444639018864,0.10406444639018864,0.8846415726603207,72.26532047118354,0.0
8,96,1.0,0,25,0.1803476098707458,0.18034760987074583,1.385773969643032,59.04240187916969,2.7755575615628914e-17
8,96,1.0,0,13,0.01698376081977872,0.016983760819778714,0.14634612144810277,74.24970009454424,6.938893903907228e-18
8,96,1.0,0,60,0.08226882415222345,0.08226882415222342,0.6141553150368066,55.72959015438609,2.7755575615628914e-17
8,96,1.0,0,3,0.025907583224871054,0.02590758322487107,0.19581583368935496,57.12705132813951,1.734723475976807e-17
8,96,1.0,0,64,0.06241693438169035,0.062416934381690374,0.5264730586447675,71.14549982689115,2.0816681711721685e-17
8,96,1.0,0,8,0.10406444639018864,0.10406444639018864,0.8846415726603207,72.26532047118354,0.0
8,96,1.0,0,14,0.17651211216469606,0.17651211216469603,1.3920917392646524,62.19947071917967,2.7755575615628914e-17
8,96,1.0,0,59,0.045980216824288225,0.045980216824288225,0.3342047792481422,52.830325020481254,0.0
8,96,1.0,0,55,0.0017884730353091701,0.001788473035309165,0.013445377770599176,56.51727636687326,5.204170427930421e-18
8,96,1.0,0,62,0.03422982612617545,0.03422982612617546,0.22613332553005083,43.643518212241226,6.938893903907228e-18
8,96,1.0,0,64,0.06241693438169035,0.062416934381690374,0.5264730586447675,71.14549982689115,2.0816681711721685e-17
8,96,1.0,0,69,0.09010201921982272,0.09010201921982272,0.6300541579915013,48.89750687536967,0.0
8,96,1.0,0,69,0.09010201921982272,0.09010201921982272,0.6300541579915013,48.89750687536967,0.0
8,96,1.0,1,33,0.19353273922469824,0.1935327392246982,1.8149250578353058,87.94446401868515,2.7755575615628914e-17
8,96,1.0,1,76,0.0061517094894416105,0.006151709489441606,0.059499391299960624,93.54776360742424,4.336808689942018e-18
8,96,1.0,1,56,0.11317637821867509,0.11317637821867511,0.9233056690716008,66.55480579368447,2.7755575615628914e-17
8,96,1.0,1,58,0.025767012025271183,0.025767012025271187,0.199740315840383,60.09015776693073,3.469446951953614e-18
8,96,1.0,1,74,0.059814368324802095,0.059814368324802095,0.4402507496781167,54.17378339749169,0.0
8,96,1.0,1,71,0.24747432401311528,0.24747432401311534,1.9562673198570657,62.48792544314227,5.551115123125783e-17
8,96,1.0,1,62,0.07311907836673293,0.07311907836673293,0.638895562614151,76.34811627425672,0.0
8,96,1.0,1,18,0.01979180585800937,0.01979180585800936,0.14669866454308345,54.939091845691266,1.0408340855860843e-17
8,96,1.0,1,52,0.002778932209796392,0.0027789322097964103,0.024844176042883692,79.92695921079611,1.8214596497756474e-17
8,96,1.0,1,11,0.05263912701972553,0.052639127019725555,0.44441574806381645,71.27898773650261,2.7755575615628914e-17
8,96,1.0,1,64,0.03120531459097724,0.031205314590977216,0.2772783410129458,78.95411383794647,2.42861286636753e-17
8,96,1.0,1,2,0.16557981837019206,0.16557981837019206,1.1868118108078127,51.37465465732959,0.0
8,96,1.0,1,25,0.14480522146148403,0.14480522146148408,1.068065473649216,54.40355858432343,5.551115123125783e-17
8,96,1.0,1,31,0.08167586407431843,0.08167586407431843,0.8049948357793228,97.1401373375468,0.0
8,96,1.0,1,21,0.12676634798436773,0.1267663479843677,1.0189602923901036,64.61101491622412,2.7755575615628914e-17
8,96,1.0,1,45,0.1583970018568351,0.15839700185683508,1.3079524912666964,68.18518526044468,2.7755575615628914e-17
8,96,1.0,1,38,0.04468405676387241,0.044684056763872416,0.35687697446641,63.786954467083866,6.938893903907228e-18
8,96,1.0,1,11,0.05263912701972553,0.052639127019725555,0.44441574806381645,71.27898773650261,2.7755575615628914e-17
8,96,1.0,1,51,0.0579946151427378,0.05799461514273782,0.4231767281084906,53.243697977261576,2.0816681711721685e-17
8,96,1.0,1,89,0.25399046151474153,0.25399046151474153,1.8714562371067809,54.290586990016685,0.0
8,96,1.0,2,22,0.23754867240450997,0.23754867240450997,1.8398130668974688,59.984933652183116,0.0
8,96,1.0,2,64,0.0354187534461038,0.035418753446103825,0.2925048990865262,68.20241362555262,2.7755575615628914e-17
8,96,1.0,2,58,0.10043330630023167,0.1004333063002317,0.8748041405425151,75.86931094319962,2.7755575615628914e-17
8,96,1.0,2,56,0.18927011256461568,0.18927011256461568,1.5306503938892138,65.40153392165504,0.0
8,96,1.0,2,36,0.11587915520222249,0.11587915520222251,0.974253751499659,70.68602057329642,2.7755575615628914e-17
8,96,1.0,2,92,0.14879506562793626,0.14879506562793626,1.3449146379148313,81.69818008871678,0.0
8,96,1.0,2,31,0.16824904651504408,0.16824904651504408,1.397732650499805,69.01492129630486,0.0
8,96,1.0,2,37,0.08603165975119696,0.08603165975119695,0.6280833044883516,53.298856982509704,1.3877787807814457e-17
8,96,1.0,2,72,0.2736424702733596,0.27364247027335953,2.7357236116286257,99.94876516850233,5.551115123125783e-17
8,96,1.0,2,5,0.1728136799915952,0.1728136799915952,1.3296092378123425,59.195924941403106,0.0
8,96,1.0,2,23,0.17038191100655176,0.17038191100655176,1.6368956779081363,92.29858307372135,0.0
8,96,1.0,2,4,0.12783077789479189,0.12783077789479189,0.9514608078866091,55.40015042726906,0.0
8,96,1.0,2,67,0.07587101732032028,0.07587101732032027,0.5737123862141158,57.179010793659806,1.3877787807814457e-17
8,96,1.0,2,34,0.015973235367039155,0.015973235367039165,0.1260934775368332,62.31598476667077,1.0408340855860843e-17
8,96,1.0,2,41,0.1630526329752861,0.1630526329752861,1.4315037239964252,77.07780384512586,0.0
8,96,1.0,2,37,0.08603165975119696,0.08603165975119695,0.6280833044883516,53.298856982509704,1.3877787807814457e-17
8,96,1.0,2,41,0.1630526329752861,0.1630526329752861,1.4315037239964252,77.07780384512586,0.0
8,96,1.0,2,77,0.08931872901958098,0.08931872901958099,0.7586556593762719,72.14468386322791,1.3877787807814457e-17
8,96,1.0,2,16,0.12538543607065358,0.1253854360706536,1.0017602877863034,63.83126231163109,2.7755575615628914e-17
8,96,1.0,2,35,0.13162488933410696,0.131624889334107,0.9693989513328842,54.24117052681099,2.7755575615628914e-17
8,96,1.0,3,37,0.18122466468703127,0.1812246646870313,1.4485231050295941,63.887551507626114,2.7755575615628914e-17
8,96,1.0,3,40,0.08977876403204542,0.0897787640320454,0.6815207008819046,57.624989495602236,1.3877787807814457e-17
8,96,1.0,3,14,0.029800134359371646,0.029800134359371646,0.24867278273999105,69.63379494121759,0.0
8,96,1.0,3,62,0.021223277422749213,0.021223277422749227,0.1505979862132789,50.351617567181634,1.3877787807814457e-17
8,96,1.0,3,69,0.06659969306139452,0.06659969306139449,0.4857048135754636,53.186371147901006,2.7755575615628914e-17
8,96,1.0,3,78,0.10384311907222235,0.10384311907222234,0.7966214922848982,58.85028763086806,1.3877787807814457e-17
8,96,1.0,3,64,0.0066726239110146785,0.0066726239110146785,0.06168807476090077,85.4691014301385,0.0
8,96,1.0,3,94,0.008313647563823266,0.008313647563823258,0.06546622798716184,62.00852740369313,8.673617379884035e-18
8,96,1.0,3,10,0.06948116990154128,0.06948116990154127,0.574395486424863,68.34201705367965,1.3877787807814457e-17
8,96,1.0,3,26,0.015731714105890603,0.01573171410589063,0.14686395441275213,87.15219803099346,2.7755575615628914e-17
8,96,1.0,3,12,0.234025165185391,0.234025165185391,1.7209531400452227,54.07704715487007,0.0
8,96,1.0,3,9,0.10583765666175708,0.1058376566617571,0.9115350766775823,74.17650034983092,1.3877787807814457e-17
8,96,1.0,3,35,0.18657135628608973,0.18657135628608976,1.5036391962364768,64.95271947602147,2.7755575615628914e-17
8,96,1.0,3,37,0.18122466468703127,0.1812246646870313,1.4485231050295941,63.887551507626114,2.7755575615628914e-17
8,96,1.0,3,2,0.07536344055190093,0.0753634405519009,0.48896664500257825,42.0956321047026,2.7755575615628914e-17
8,96,1.0,3,67,0.10297798557860233,0.1029779855786023,0.7421761537122722,51.94278225724232,2.7755575615628914e-17
8,96,1.0,3,40,0.08977876403204542,0.0897787640320454,0.6815207008819046,57.624989495602236,1.3877787807814457e-17
8,96,1.0,3,28,0.24855518787780953,0.24855518787780945,1.8550933733631072,55.70393606347449,8.326672684688674e-17
8,96,1.0,3,83,0.09317345623515527,0.09317345623515524,0.73283590062394,61.8627271921506,2.7755575615628914e-17
8,96,1.0,3,7,0.005794949582711037,0.005794949582711029,0.045029627487970014,60.38059450345302,7.806255641895632e-18
8,96,1.0,4,28,0.037672880209891235,0.03767288020989124,0.35445132051184824,88.5228826940329,6.938893903907228e-18
8,96,1.0,4,34,0.03159504003602018,0.03159504003602018,0.2406682020808235,58.02292350501652,0.0
8,96,1.0,4,28,0.037672880209891235,0.03767288020989124,0.35445132051184824,88.5228826940329,6.938893903907228e-18
8,96,1.0,4,14,0.11505932251877923,0.11505932251877926,1.015694034056136,77.92596300720646,2.7755575615628914e-17
8,96,1.0,4,56,0.09551009775228483,0.09551009775228485,0.7382836088074289,59.75137087510943,1.3877787807814457e-17
8,96,1.0,4,40,0.10048599063184697,0.10048599063184699,0.8626955444946149,73.7062088646863,1.3877787807814457e-17
8,96,1.0,4,57,0.05201279042316983,0.052012790423169857,0.44100635981227176,71.89015128199574,2.7755575615628914e-17
8,96,1.0,4,47,0.11732139875096811,0.1173213987509681,0.9291317787703406,62.719150061510376,1.3877787807814457e-17
8,96,1.0,4,25,0.04961343215063201,0.04961343215063199,0.3930763235840764,62.770447913830516,2.0816681711721685e-17
8,96,1.0,4,55,0.05422562334576818,0.05422562334576815,0.46469849557943155,73.44012827613756,2.7755575615628914e-17
8,96,1.0,4,72,0.05116153882394,0.051161538823939985,0.45058281931309807,77.56433242178315,1.3877787807814457e-17
8,96,1.0,4,63,0.020414282930332577,0.020414282930332556,0.1672334069669068,67.10854393463934,2.0816681711721685e-17
8,96,1.0,4,81,0.12169282307822236,0.12169282307822232,0.9308525908904324,58.51024160707795,4.163336342344337e-17
8,96,1.0,4,91,0.01362771194737363,0.01362771194737362,0.10192344346292792,55.93740114987477,1.0408340855860843e-17
8,96,1.0,4,68,0.050655600393196595,0.05065560039319658,0.4005368733737136,62.52159838327626,1.3877787807814457e-17
8,96,1.0,4,72,0.05116153882394,0.051161538823939985,0.45058281931309807,77.56433242178315,1.3877787807814457e-17
8,96,1.0,4,16,0.014430524969930244,0.014430524969930256,0.11849053411704702,67.42222072141513,1.214306433183765e-17
8,96,1.0,4,52,0.018284091628569324,0.018284091628569348,0.137929776630902,56.907471257640886,2.42861286636753e-17
8,96,1.0,4,22,0.1393118004218282,0.1393118004218282,1.1911959002588275,73.11232084573001,0.0
8,96,1.0,4,51,0.11423213622857882,0.11423213622857883,0.7143598849789434,39.107271849528985,1.3877787807814457e-17
8,96,1.0,5,4,0.12020843230813595,0.12020843230813595,0.9547412782711437,63.08143041454234,0.0
8,96,1.0,5,87,0.0072291670346423895,0.007229167034642387,0.059136840332849605,66.9175009985529,2.6020852139652106e-18
8,96,1.0,5,50,0.03419265990670414,0.03419265990670416,0.32213461969687396,88.75831079144781,2.0816681711721685e-17
8,96,1.0,5,3,0.11775600707768734,0.11775600707768734,0.9915905665257996,70.90855429515398,0.0
8,96,1.0,5,16,0.03521144871956029,0.035211448719560286,0.3289306136296841,87.2651426304616,6.938893903907228e-18
8,96,1.0,5,11,0.0015524564371762258,0.0015524564371762353,0.011921128802200975,58.96521898603033,9.540979117872439e-18
8,96,1.0,5,7,0.09043048881016086,0.09043048881016086,0.7045247778017503,60.69637951242683,0.0
8,96,1.0,5,1,0.13041473013118207,0.13041473013118204,1.1333008294498637,75.5156768253884,2.7755575615628914e-17
8,96,1.0,5,35,0.0606778289461444,0.06067782894614439,0.4903104077125686,65.29533545098244,1.3877787807814457e-17
8,96,1.0,5,33,0.03903226575065393,0.039032265750653924,0.32774373972087467,70.50522223468028,6.938893903907228e-18
8,96,1.0,5,38,0.02637915171753258,0.026379151717532565,0.21304136610962843,65.22381916816326,1.3877787807814457e-17
8,96,1.0,5,35,0.0606778289461444,0.06067782894614439,0.4903104077125686,65.29533545098244,1.3877787807814457e-17
8,96,1.0,5,32,0.22008838285307647,0.22008838285307641,1.7350311487451993,62.147020661456494,5.551115123125783e-17
8,96,1.0,5,39,0.06930809071568034,0.06930809071568028,0.5644626125180094,66.32885382169945,5.551115123125783e-17
8,96,1.0,5,89,0.10685555596269411,0.10685555596269412,0.9768933052730171,83.5795541689393,1.3877787807814457e-17
8,96,1.0,5,52,0.001320517068253466,0.0013205170682534502,0.010293654245731254,60.76466601134439,1.5829351718288365e-17
8,96,1.0,5,52,0.001320517068253466,0.0013205170682534502,0.010293654245731254,60.76466601134439,1.5829351718288365e-17
8,96,1.0,5,8,0.17208837084189646,0.17208837084189646,1.5572333369588165,81.88499721436247,0.0
8,96,1.0,5,75,0.014703918388057187,0.014703918388057152,0.1164013660945531,62.66859922111722,3.469446951953614e-17
8,96,1.0,5,45,0.028173810108362847,0.02817381010836281,0.202061164367084,51.436870346196855,3.8163916471489756e-17
8,160,1.0,0,57,0.14907613208417325,0.1490761320841733,1.142191818221053,58.703211045269086,5.551115123125783e-17
8,160,1.0,0,45,0.15833654019193405,0.1583365401919341,1.46999638027944,86.19264909724446,5.551115123125783e-17
8,160,1.0,0,15,0.09616698790261125,0.09616698790261125,0.8240668480171744,73.42988683545333,0.0
8,160,1.0,0,157,0.03748965605464897,0.03748965605464898,0.31389782673663147,70.1057606333288,1.3877787807814457e-17
8,160,1.0,0,116,0.11570593105964443,0.11570593105964438,0.9821656697543557,72.05402685556956,4.163336342344337e-17
8,160,1.0,0,26,0.17717804827013578,0.17717804827013572,1.3575377481458915,58.70620441387754,5.551115123125783e-17
8,160,1.0,0,5,0.1780702368433091,0.1780702368433091,1.1896577461339028,44.633546945707266,0.0
8,160,1.0,0,84,0.0220149237151009,0.022014923715100884,0.19527575791252438,78.67962735931569,1.734723475976807e-17
8,160,1.0,0,111,0.15450889582305624,0.1545088958230563,1.437848451619892,86.60027085349061,5.551115123125783e-17
8,160,1.0,0,48,0.07648784688755715,0.07648784688755715,0.48674586035057743,40.496702501932404,0.0
8,160,1.0,0,97,0.06785167797555916,0.06785167797555916,0.5842372168204304,74.14079745995667,0.0
8,160,1.0,0,126,0.16798572899193778,0.16798572899193778,1.531926562166451,83.163185490746,0.0
8,160,1.0,0,154,0.04442651358211218,0.04442651358211215,0.34705705205284065,61.02633395600616,2.7755575615628914e-17
8,160,1.0,0,153,0.012697630213458393,0.012697630213458416,0.10105120867148987,63.33411037063786,2.2551405187698492e-17
8,160,1.0,0,105,0.09089080973077822,0.09089080973077822,0.7636240561924814,70.58611148870241,0.0
8,160,1.0,0,156,0.022720994965529505,0.022720994965529456,0.20271535814187258,79.60101675560786,4.85722573273506e-17
8,160,1.0,0,57,0.14907613208417325,0.1490761320841733,1.142191818221053,58.703211045269086,5.551115123125783e-17
8,160,1.0,0,102,0.011605325029381244,0.011605325029381233,0.09961128452311874,73.6720007885811,1.0408340855860843e-17
8,160,1.0,0,64,0.058410190907280925,0.05841019090728092,0.4156026159008166,50.62666197715046,6.938893903907228e-18
8,160,1.0,0,54,0.12928237116928556,0.1292823711692855,1.0430312253631087,65.09025942806849,5.551115123125783e-17
8,160,1.0,1,65,0.0467149152112116,0.04671491521121162,0.35992540532022854,59.362731321603746,2.0816681711721685e-17
8,160,1.0,1,83,0.16221950188549242,0.1622195018854924,1.214930584466083,56.091467583671346,2.7755575615628914e-17
8,160,1.0,1,68,0.23841134773154413,0.23841134773154413,1.9993082973848015,70.32434423969387,0.0
8,160,1.0,1,52,0.02328385761639634,0.02328385761639633,0.17193550108998634,54.52821079607339,6.938893903907228e-18
8,160,1.0,1,123,0.11101014350085611,0.11101014350085611,0.8518273051291891,58.88135372985646,0.0
8,160,1.0,1,23,0.03597697209027833,0.035976972090278315,0.2720126571329118,57.16484195825673,1.3877787807814457e-17
8,160,1.0,1,68,0.23841134773154413,0.23841134773154413,1.9993082973848015,70.32434423969387,0.0
8,160,1.0,1,39,0.04705622489287067,0.047056224892870646,0.36651725493247955,60.667302488278175,2.0816681711721685e-17
8,160,1.0,1,153,0.07310038448322291,0.07310038448322292,0.5712534585030862,61.06865603686943,1.3877787807814457e-17
8,160,1.0,1,98,0.010721015061381914,0.010721015061381912,0.1068077983591671,99.25082232921244,1.734723475976807e-18
8,160,1.0,1,115,0.13361025107510605,0.13361025107510602,1.1088477358859088,68.87542122074325,2.7755575615628914e-17
8,160,1.0,1,43,0.08523039204987132,0.08523039204987132,0.6990405188291726,67.26911701415801,0.0
8,160,1.0,1,139,0.009596661642585491,0.009596661642585479,0.07220715536540512,56.613513248133444,1.214306433183765e-17
8,160,1.0,1,101,0.1150945208488821,0.1150945208488821,0.9845254811858717,73.17194904969753,0.0
8,160,1.0,1,110,0.055332929878967464,0.05533292987896748,0.46612630684983625,70.96429531371004,1.3877787807814457e-17
8,160,1.0,1,155,0.005374247166533129,0.005374247166533141,0.04951610586967048,84.89022669373138,1.214306433183765e-17
8,160,1.0,1,86,0.06784977329293333,0.06784977329293333,0.6307534749965353,86.4216396770062,0.0
8,160,1.0,1,126,0.05275244940080722,0.052752449400807214,0.3995023627050096,57.3526441413761,6.938893903907228e-18
8,160,1.0,1,62,0.11322342467868025,0.11322342467868024,0.9607224680849673,71.99847889857554,1.3877787807814457e-17
8,160,1.0,1,140,0.16484178506497799,0.16484178506497799,1.276381821750404,59.95516506663654,0.0
8,160,1.0,2,36,0.1198835953114607,0.11988359531146069,0.8811450611770919,54.02257794127151,1.3877787807814457e-17
8,160,1.0,2,31,0.011140354515712951,0.011140354515712955,0.0807844996302145,52.584537171269176,3.469446951953614e-18
8,160,1.0,2,34,0.011694014916077257,0.011694014916077253,0.10045941557541216,73.79959996539984,3.469446951953614e-18
8,160,1.0,2,128,0.20046909895251885,0.20046909895251883,1.5898815724743263,62.897686949777444,2.7755575615628914e-17
8,160,1.0,2,106,0.022737853626133852,0.02273785362613387,0.1825001966406048,64.42104132919921,1.734723475976807e-17
8,160,1.0,2,35,0.05599468163409189,0.05599468163409189,0.4868351816295422,75.59104536610408,0.0
8,160,1.0,2,76,0.17589290188090778,0.17589290188090775,1.152524471087454,42.93423042721247,2.7755575615628914e-17
8,160,1.0,2,20,0.25266615314625773,0.2526661531462578,1.9815153971795503,61.503632431477854,5.551115123125783e-17
8,160,1.0,2,70,0.13317733080412322,0.1331773308041232,1.0270268998660508,59.470696507937134,2.7755575615628914e-17
8,160,1.0,2,154,0.14200912740924676,0.1420091274092468,1.0158408379886918,51.17040075168177,2.7755575615628914e-17
8,160,1.0,2,108,0.12822637775750012,0.12822637775750012,0.9618595725188805,56.268921957541394,0.0
8,160,1.0,2,121,0.017046403047087877,0.01704640304708787,0.1310913943883545,59.140209749372815,6.938893903907228e-18
8,160,1.0,2,155,0.023609437516713513,0.02360943751671352,0.17574687780994092,55.412016658363,6.938893903907228e-18
8,160,1.0,2,14,0.05903154898356338,0.059031548983563394,0.4476450578340425,57.50415548512396,1.3877787807814457e-17
8,160,1.0,2,49,0.1405343758504839,0.1405343758504839,1.190371992857822,71.74642437827535,0.0
8,160,1.0,2,58,0.08354806469462861,0.08354806469462862,0.6348953358386682,57.747273550803044,1.3877787807814457e-17
8,160,1.0,2,92,0.20091311149348676,0.2009131114934867,1.8211973252987126,82.16700337530604,5.551115123125783e-17
8,160,1.0,2,82,0.12810528270142407,0.12810528270142407,1.0796964525460262,71.03449061751638,0.0
8,160,1.0,2,27,0.013534279534025506,0.013534279534025492,0.12939956746219172,91.41034859891823,1.3877787807814457e-17
8,160,1.0,2,155,0.023609437516713513,0.02360943751671352,0.17574687780994092,55.412016658363,6.938893903907228e-18
8,160,1.0,3,72,0.03564013450669463,0.03564013450669463,0.2614665474160076,53.82122714099666,0.0
8,160,1.0,3,1,0.019990551773131346,0.019990551773131367,0.1634469830688392,66.85043757663504,2.0816681711721685e-17
8,160,1.0,3,88,0.06585816365340537,0.06585816365340535,0.5444533475260309,68.34427027666827,1.3877787807814457e-17
8,160,1.0,3,83,0.011814089313505515,0.011814089313505513,0.106124603894592,80.69222020365777,1.734723475976807e-18
8,160,1.0,3,4,0.0661105542717114,0.06611055427171139,0.4586774957756674,48.13636248184563,1.3877787807814457e-17
8,160,1.0,3,113,0.15334914760107607,0.15334914760107607,1.1535875149949415,56.58982640735965,0.0
8,160,1.0,3,102,0.07414897540662,0.07414897540661998,0.561686356440978,57.382232534453664,1.3877787807814457e-17
8,160,1.0,3,115,0.0327865631461929,0.03278656314619294,0.24834386229693317,57.373992716593825,3.469446951953614e-17
8,160,1.0,3,100,0.30851707495666597,0.3085170749566659,2.8678838448160326,86.4101391938797,5.551115123125783e-17
8,160,1.0,3,63,0.08537230281850089,0.08537230281850089,0.6164437470172546,52.13782510372087,0.0
8,160,1.0,3,49,0.2846838735077978,0.2846838735077977,2.1022391646678398,54.5303785703456,5.551115123125783e-17
8,160,1.0,3,115,0.0327865631461929,0.03278656314619294,0.24834386229693317,57.373992716593825,3.469446951953614e-17
8,160,1.0,3,144,0.0667267121031157,0.06672671210311573,0.5093312094320144,58.26411111795632,2.7755575615628914e-17
8,160,1.0,3,137,0.05659842417423722,0.05659842417423724,0.4156056260047545,53.92053052372616,1.3877787807814457e-17
8,160,1.0,3,55,0.040974315946776634,0.04097431594677662,0.33067199394979285,65.12854929191316,1.3877787807814457e-17
8,160,1.0,3,82,0.02897124735565938,0.02897124735565938,0.2295194485526686,62.763130228865435,0.0
8,160,1.0,3,95,0.13900776052047614,0.13900776052047614,1.1351877114599174,66.68947045820086,0.0
8,160,1.0,3,26,0.03150847240325198,0.031508472403251976,0.22845758552983808,52.572238428382,6.938893903907228e-18
8,160,1.0,3,12,0.010321241319200687,0.010321241319200702,0.09278961955088239,80.82299196881382,1.5612511283791264e-17
8,160,1.0,3,89,0.13427756343440556,0.13427756343440556,1.0399101562049395,59.97699950851495,0.0
8,160,1.0,4,13,0.18158919365419224,0.1815891936541922,1.4623088635834605,64.84824460298981,2.7755575615628914e-17
8,160,1.0,4,147,0.028582206331845276,0.0285822063318453,0.2318021377615671,65.77235219683615,2.42861286636753e-17
8,160,1.0,4,60,0.10784065083493792,0.10784065083493792,0.8079399128827265,56.12975232113174,0.0
8,160,1.0,4,37,0.07312515711627585,0.07312515711627587,0.5601910461426391,58.68656649388455,2.7755575615628914e-17
8,160,1.0,4,22,0.14282088493453107,0.14282088493453107,1.1715415646611178,67.2871235927335,0.0
8,160,1.0,4,92,0.061089670302804905,0.06108967030280488,0.4916477130010759,64.76978926458004,2.7755575615628914e-17
8,160,1.0,4,117,0.22330388586890518,0.22330388586890518,1.7849566524010414,63.89439853547162,0.0
8,160,1.0,4,151,0.1349880624379021,0.13498806243790212,1.0197204664939261,57.06522639062159,2.7755575615628914e-17
8,160,1.0,4,5,0.053302471637516786,0.05330247163751677,0.40900625837453,58.87964885037655,1.3877787807814457e-17
8,160,1.0,4,26,0.09569620306534005,0.09569620306534005,0.7078765690856463,54.717426262084956,0.0
8,160,1.0,4,39,0.04375660563168434,0.04375660563168434,0.3650758785730708,69.61118527555564,0.0
8,160,1.0,4,64,0.14521928770113693,0.14521928770113693,1.0371002618888014,51.00266663303378,0.0
8,160,1.0,4,30,0.022737862724010464,0.022737862724010467,0.19780422977326073,75.6783871681209,3.469446951953614e-18
8,160,1.0,4,68,0.10966346986702566,0.10966346986702567,0.9179891209867019,70.0730631151072,1.3877787807814457e-17
8,160,1.0,4,17,0.11985958038994848,0.11985958038994848,0.8225069450268436,47.09053683740488,0.0
8,160,1.0,4,149,0.07947184541068894,0.07947184541068898,0.6757764904996097,72.30687002290138,4.163336342344337e-17
8,160,1.0,4,114,0.2069401388581108,0.20694013885811077,1.55705140630239,56.61303396203209,2.7755575615628914e-17
8,160,1.0,4,110,0.07873683039396419,0.07873683039396417,0.6550152195036345,69.20650639417914,1.3877787807814457e-17
8,160,1.0,4,80,0.02195956995003997,0.021959569950039982,0.16589763150433123,57.073263932969724,1.3877787807814457e-17
8,160,1.0,4,131,0.1352712741124177,0.13527127411241774,1.031647142239065,58.1635890990444,2.7755575615628914e-17
8,160,1.0,5,94,0.06465110054422467,0.06465110054422467,0.49661786701268484,59.00554637500956,0.0
8,160,1.0,5,24,0.034792164013199116,0.03479216401319912,0.2618793884074564,56.65519674850293,6.938893903907228e-18
8,160,1.0,5,137,0.12440859215990752,0.1244085921599075,1.139067597154476,83.8297641766204,1.3877787807814457e-17
8,160,1.0,5,63,0.08904208361553115,0.08904208361553113,0.705844545348786,62.83874424855213,1.3877787807814457e-17
8,160,1.0,5,80,0.10250968849819385,0.10250968849819385,0.6227794529551867,36.90954774070822,0.0
8,160,1.0,5,109,0.03426455025930782,0.03426455025930784,0.2522845498494699,54.21147673642552,1.3877787807814457e-17
8,160,1.0,5,10,0.012114394075926467,0.012114394075926472,0.10446386850071931,74.3581909276183,5.204170427930421e-18
8,160,1.0,5,143,0.1405735866623812,0.1405735866623812,1.0538930271470819,56.20637940804995,0.0
8,160,1.0,5,52,0.0043277049736512516,0.004327704973651254,0.03513504934690914,65.91220529134496,2.6020852139652106e-18
8,160,1.0,5,136,0.11448451802951283,0.11448451802951286,0.9451685634250713,68.15928353109167,2.7755575615628914e-17
8,160,1.0,5,46,0.03572068131760225,0.03572068131760227,0.3083848605077044,74.53266165215524,2.0816681711721685e-17
8,160,1.0,5,71,0.0879457135037489,0.08794571350374891,0.7465645340800946,72.06184149258392,1.3877787807814457e-17
8,160,1.0,5,90,0.07053204181552189,0.07053204181552188,0.6337694963578904,80.74018728460618,1.3877787807814457e-17
8,160,1.0,5,27,0.08175767963986597,0.08175767963986597,0.7043836485855919,74.22691604840728,0.0
8,160,1.0,5,102,0.17892846587055544,0.17892846587055544,1.1690126579382247,42.68541918831683,0.0
8,160,1.0,5,60,0.011519128884575243,0.011519128884575264,0.07812514947420945,45.99837055520949,2.0816681711721685e-17
8,160,1.0,5,36,0.17564843385278806,0.17564843385278808,1.2757398338893904,52.751603901271636,2.7755575615628914e-17
8,160,1.0,5,144,0.14350188335727573,0.14350188335727573,1.1923097766105215,69.03399524854265,0.0
8,160,1.0,5,148,2.546874091599804e-05,2.5468740915997226e-05,0.00020369961970345685,63.968399591327156,8.131516293641283e-19
8,160,1.0,5,35,0.01277496867649915,0.01277496867649916,0.09101269761394493,50.755637409098185,1.0408340855860843e-17
16,192,1.0,0,158,0.10440771372902936,0.10440771372902942,1.3331158946921549,163.03116849431183,5.551115123125783e-17
16,192,1.0,0,62,0.12914787717197668,0.1291478771719767,1.35939171740395,110.79360534413154,2.7755575615628914e-17
