seed,d,max_iter,final_raw,final_align,final_pm,final_absip,success_align,success_pm
0,8,20,1.9730906087738094,0.18463941431823705,0.2058833882957431,0.9785900648156758,0,0
1,8,20,1.357978101299656,1.1286565010708463,1.3579781012996557,0.08274199901624033,0,0
